"volunteer" "activity" "accX_mean" "accX_sd" "accY_mean" "accY_sd" "accZ_mean" "accZ_sd" "gyroX_mean" "gyroX_sd" "gyroY_mean" "gyroY_sd" "gyroZ_mean" "gyroZ_sd" "totalX_mean" "totalX_sd" "totalY_mean" "totalY_sd" "totalZ_mean" "totalZ_sd"
"2" "WALKING_DOWNSTAIRS" 0.00412273396733134 0.350165052126163 0.00155459528349711 0.187682659931994 0.00267937754162095 0.146324106056922 -0.0770317064804606 0.517604317224256 0.0222864975989725 0.494562420424984 0.0103542520489446 0.340800582628337 0.991195902247755 0.349443047070701 -0.16143313761097 0.186393322637811 -0.0291847480540027 0.144752169904313
"2" "WALKING_UPSTAIRS" -0.00461890187025539 0.251003999138301 -0.00801191185610614 0.16847198610018 -0.00736681178086424 0.149289687622007 0.0774048043389372 0.391478327415856 -0.0153189062590343 0.448614194299161 -0.0132101683946212 0.384978837622483 0.947387543221491 0.249918067173241 -0.286986768426684 0.165783531161291 -0.157006375381272 0.145848459538136
"3" "LAYING" 0.0004030329912836 0.00780766141172259 -0.00184691048249259 0.00898510525336278 0.00268411866869577 0.00901949589559081 0.00591533266390543 0.0238571273127587 -0.000449155963048637 0.0230604333939212 0.019001793127653 0.0160486468078289 0.125582594575611 0.0072110430405669 0.797947832178102 0.00823957205788651 0.576810682225094 0.00802290947718292
"3" "SITTING" -0.00303001882079171 0.00751214613879839 0.00610775298219156 0.0156480545541665 0.00237961188873071 0.0156354346838467 -0.0121378260233402 0.0216036675234959 0.000636606537753125 0.028904190174351 -0.00584380135612452 0.0247125742159651 0.943020379660326 0.00651517765936083 0.139191553178872 0.0113809203342057 0.241811429115829 0.0114626218644037
"3" "STANDING" 0.000462331664391142 0.00997799730132247 0.00145792798168763 0.0180847248988704 0.00286478823544015 0.0156195067098716 0.00271131274129907 0.0768998367027841 0.00933649927400842 0.0479584978894094 -0.00899010167681934 0.0370226105799859 1.00898200652118 0.00964500031636323 -0.18329336815155 0.015723851251427 0.0202142944617924 0.0127850916925777
"3" "WALKING" -0.000463666200512853 0.211525963852314 -0.00162690587522807 0.150471559239084 0.00080716566827873 0.139109369591174 -0.00966831054351058 0.452548053351633 0.00127405207932334 0.567392648532768 -0.00373106451874118 0.329772301120532 1.00855384407762 0.211148998759458 -0.188931796875406 0.149756178567376 -0.0697476481794317 0.136617446377195
"3" "WALKING_DOWNSTAIRS" 0.00186122150060547 0.305753279446798 0.000943256458066406 0.165597714871137 0.00175842856511546 0.12992395767465 -0.0896591546678823 0.554007374193834 0.0171128502743959 0.450520720670412 0.0079535776720745 0.307265061622367 1.00856346608259 0.304958867886371 -0.15249332600268 0.163651315959453 -0.0321408842508931 0.125677515203493
"3" "WALKING_UPSTAIRS" -0.0040509487578625 0.217469004044385 -0.010797275009325 0.158792216389223 -0.0028001705926225 0.150913458186691 0.0818805815086875 0.3786732329854 -0.0175797920890484 0.510444117029548 -0.0174217786953775 0.310010095899948 0.9768057691125 0.216241274646906 -0.287804022776327 0.154991571224286 -0.09492203284068 0.143306783176378
"4" "LAYING" -0.0076582275779517 0.0153034641560077 0.00257609364651222 0.0118838250786887 -0.000107418640820739 0.00935164467447607 0.0264091737873055 0.0233743820460442 -0.00876886807150824 0.0290623340719518 0.0477698113974311 0.0149736921156351 0.0353549726024602 0.00701080565116549 0.933601634034091 0.00965127665264745 0.327800357110795 0.00830627273029564
"4" "SITTING" -0.0025568586548943 0.00726966464510466 0.00986243965334222 0.0175283384112306 0.00260170271472763 0.0136410415429421 -0.0299241471283603 0.0253670708306644 -0.00830416725200797 0.0311451995843033 0.00396395264873775 0.0326142784626995 0.950711666023284 0.00627053127141633 0.229807950441143 0.0127356360935139 0.103335859851563 0.0110264027952692
"4" "STANDING" 0.00164993917329797 0.00819783698166111 0.0104567377783361 0.0204794590116308 0.00900399322669929 0.0156028237558921 0.00064650438260965 0.060882352214662 0.0115166669329781 0.0395612031306213 -0.00970692070381195 0.0411977091599276 1.01273879202303 0.0065130730981272 -0.0528412523685581 0.0143748602813682 0.161933542510143 0.011374538606778
"4" "WALKING" -0.000310948774492828 0.18246626552101 0.00075887811555584 0.15751357800945 -0.0011150993580123 0.0764762830287985 0.0114408748151895 0.419109191502194 0.00144072265714652 0.256301478774215 -0.00359856683285861 0.164076950936588 1.01734454013832 0.182257414977141 -0.0668346620822259 0.157102506533593 0.119216123694621 0.0756807523008827
"4" "WALKING_DOWNSTAIRS" -0.00103089843523777 0.326222591777993 0.00492926586657609 0.131781339014244 0.00271602107574389 0.0953081243598796 -0.0778592867995686 0.475693646573963 0.00547521908337296 0.226230331863697 -0.0193173100621807 0.238590561310594 1.00521701616848 0.325372424869701 -0.0410563191387602 0.130727598389985 0.141227362399885 0.0938475665408564
"4" "WALKING_UPSTAIRS" -0.00143421014445755 0.262176670650042 -0.0143929785238532 0.160705528068257 -0.00392914840767689 0.115000072843705 0.102901617487358 0.413836819937475 -0.00970951202211085 0.338306571393808 0.00126505820800708 0.31002621765595 1.00496975215212 0.261034042724573 -0.223010835570702 0.159057059789495 0.0753938372354186 0.111185365700668
"5" "LAYING" -0.00112169614122807 0.0127054942216028 -0.00109852977942335 0.0072980194275339 0.000725108210657135 0.00735745135388451 0.00967610371167158 0.0180732111988843 -0.00272166506808048 0.017317031575417 0.043395633461242 0.0150372732069619 -0.00600353714767453 0.00583902819945884 0.971033765860849 0.00602737476237805 0.254082276591981 0.00647447252116188
"5" "SITTING" -0.00121941036633021 0.00717646389899714 0.00672840149526472 0.0163031108965614 0.00162309667830972 0.0140304561149736 -0.0213938050447847 0.0307843225243548 -0.00374031782560694 0.0386025050215933 -0.00644654739255313 0.0260786172553983 0.959501784652778 0.00691813116548854 0.183794639492604 0.0114428054382134 0.133103502796069 0.0125896730226239
"5" "STANDING" 0.00206654929903673 0.0117933599236264 0.0103552368606836 0.021127292267861 0.00325151452981908 0.0240239243120201 -0.00393794922307316 0.0707082798637643 0.0158364941886692 0.0530312955920724 -0.0129307102281801 0.04615712463426 1.01600565032895 0.00991523515574669 -0.0154741217602385 0.0171639978678088 0.13087127575932 0.0184876955169384
"5" "WALKING" -0.000445774491066338 0.231399676907586 -0.00176986364379112 0.184958167030589 8.61849454331141e-05 0.100717353138554 -0.0360329775759868 0.44178132976485 0.0034420449364693 0.378920568795149 -0.00298557421592654 0.331236300902919 1.02343318758224 0.231077591632287 -0.0833015080340077 0.184417728712547 -0.00249942763403783 0.0993150254987187
"5" "WALKING_DOWNSTAIRS" 0.00245026476025391 0.417095257957285 0.00612002848372396 0.186912475510868 0.00355566482010742 0.124589899433122 -0.0488698934538086 0.40632780375664 0.00290548152388346 0.452485021511582 -0.00553103238557943 0.376036544489295 1.01393630911458 0.416416278082995 -0.0403357835053288 0.185835624793813 0.0185909772956543 0.122527866671814
"5" "WALKING_UPSTAIRS" -0.00418097636522135 0.315352720770961 -0.0165990181833203 0.203844489105743 0.000815666239791667 0.126714233916993 0.0935068865542611 0.448661602447319 -0.0206785184379883 0.426809307839714 -0.024818082370472 0.354937908121642 0.995924408951823 0.314763188172167 -0.256990483784622 0.202492170586119 -0.0274236247757253 0.122512530948331
"6" "LAYING" -0.0118183559046964 0.020375704258059 0.00656373596737258 0.0148530288596605 -0.00956068998754526 0.0145589854330055 0.0309477891744806 0.0384333358044005 -0.0167028241147548 0.0443801633852216 0.0544676073176021 0.0263120820841584 -0.00638539406603987 0.0104369152596915 0.976525418372845 0.0113734391962656 0.161496116145959 0.0117545030890312
"6" "SITTING" 0.000234326214108901 0.00770058862960893 0.00350526555154576 0.0136288578110172 -0.00124065939408789 0.0147003774775143 -0.0138643749592545 0.0358538191555491 -0.00860627310406362 0.0428842997812848 -0.00482567236824916 0.0273623728372996 0.996396168973214 0.00734547044993657 0.0848854135469308 0.0114109386905238 0.057814502789707 0.0129480814868066
"6" "STANDING" 0.00131443797381088 0.00721458473196718 0.000155329765682624 0.0130331066083534 -0.000904880988507543 0.0143065876799511 0.000361196699966325 0.0467544479877302 0.0101503480778233 0.0447934473910043 -0.00571996771537985 0.0267540272389489 1.00442962222522 0.00683603794587489 -0.212539068747306 0.0123629097022861 0.00348049869786907 0.0122355901243586
"6" "WALKING" 0.00084654676137931 0.230009556372316 4.84176488038793e-05 0.199720406440771 -0.0012895697475458 0.0922683476653519 0.00453576169321848 0.480014371434341 0.001400636392368 0.516859814927403 -0.00246546844760237 0.300439602467922 1.0142014731681 0.229777317276516 -0.19688805829577 0.199179557879019 0.0270135672677101 0.0912499914254296
"6" "WALKING_DOWNSTAIRS" -0.00336188175497449 0.450068742495477 -0.00151214000126594 0.233745462994553 -0.000412190436814413 0.125077221776738 -0.114463689161585 0.621514660962366 0.030397707623565 0.624533307838277 -3.93677281983422e-05 0.438684048668786 0.98945242528699 0.449365826080123 -0.197119893482417 0.23315825364451 -0.00847246184881378 0.123980631748535
"6" "WALKING_UPSTAIRS" -0.0028450170046875 0.310503690548463 -0.0101878358397236 0.204944431059033 -0.00678362115020132 0.118139559629785 -0.0822551963509014 0.519520751689048 0.0142675995269231 0.513725604392048 -0.010042708494381 0.394179479901563 0.98082813140024 0.310008032269096 -0.328323926028278 0.203816829686155 -0.0264660638257692 0.115893661610541
"7" "LAYING" -0.011117159148574 0.0179996544670519 -0.00327138864348502 0.0118887269021666 0.00457084398293249 0.0110907077830957 0.0316454670382017 0.0350846785303605 -0.0323433216745407 0.0386496894310475 0.0413775270307196 0.0181824222897368 -0.0253406029262742 0.0103631026970884 0.414873253773585 0.0087130060566047 0.885759809551887 0.00860806712593274
"7" "SITTING" 0.00394456155618304 0.010483646097218 0.00192710774135587 0.015627235613935 -0.00852842297553608 0.0241593556195539 -0.0276898077757191 0.0497669209644242 0.0210422090659324 0.0422505362243651 -0.0335984829200303 0.0309163163103236 1.02239478549107 0.00557125270700007 0.0260063939209758 0.0113197054080205 0.0548444127245472 0.0141954271664321
"7" "STANDING" 0.00192055877595544 0.00764945929125039 0.00286087726576823 0.0119829510002841 0.00499739449063513 0.0144935576717246 -0.00458094741642998 0.0450619120144414 -0.000571058270177084 0.0355130881648129 -0.00020253578094647 0.0223314138628093 1.0148686448206 0.00727362417935134 -0.0976482338171296 0.00998581174839151 -0.0509052959636863 0.0115273745672862
"7" "WALKING" -0.000933430000519936 0.218664678167723 -0.0013936753065194 0.158988587508097 -0.00160847118191272 0.20917346919892 0.0460220133036099 0.43097177779945 -0.00406475264272629 0.58607954129059 -0.0138545696492864 0.291128262476691 0.995076585264009 0.21846099226009 -0.141933052653676 0.158607432427158 -0.16156419607576 0.208683941718878
"7" "WALKING_DOWNSTAIRS" 0.0022294205650293 0.344777017797953 9.50918824186196e-05 0.147971277344306 0.00527500941578776 0.166788554156519 -0.11823892804349 0.453785967326221 0.019473165126722 0.53085689416882 0.0216412306363607 0.283964823943368 0.995678064290365 0.344248666490014 -0.111967479284694 0.146939527760346 -0.152454243526139 0.165691403613595
"7" "WALKING_UPSTAIRS" -0.00686511656618089 0.233131846386313 -0.00844264532044772 0.116906163980343 -0.0159929661751593 0.158067427452096 -0.151157810934579 0.504529385805923 0.0326929390396034 0.326357037262514 0.0304839205398438 0.292575552617203 0.912924409254808 0.232431229210451 -0.228318208824129 0.114054558292565 -0.407646365095282 0.156131544953381
"8" "LAYING" -0.0071828188062 0.0159152148371025 -0.00510365657569886 0.0106304829937843 0.00493130036351307 0.0139702932326971 0.0433373146049119 0.0263112980939308 -0.00597344342253153 0.035943510269266 0.0328130576876857 0.0137355419765598 0.0432662260506193 0.0102482320112584 0.600731963409091 0.00673216363382153 0.708005424034091 0.00959873811200315
"8" "SITTING" -0.00372076955556948 0.0072530087277746 0.00974435166767985 0.0126669306010905 0.00341481799041955 0.0128328637156213 -0.035121890159491 0.0110167473997448 -0.011918968923106 0.021585757765726 -0.0108483399163597 0.0173827562715139 0.9242777515625 0.00498233301076788 0.25950303142121 0.00536131307461298 0.252571789640957 0.00721628227804285
"8" "STANDING" 0.00044821412261608 0.00522789323847359 0.00245135349936847 0.0111960556652506 0.000348405346541477 0.0135289864324281 0.00721237128299898 0.0258447406602886 0.0290130141198409 0.0246165992222214 -0.0149675676221162 0.0129417974409184 1.01255775553977 0.00464547981262439 -0.0714916843416562 0.0070530985705088 -0.10444059656108 0.00794996533940806
"8" "WALKING" -0.000965769276546556 0.269789921281187 -0.00116571445452806 0.237119810923901 -0.000614905733928571 0.157110859247649 0.0863521472754145 0.69264706751888 -0.0127565405356505 0.60090910223548 -0.0246563786101148 0.449334771144569 0.980565564732143 0.26940533095566 -0.198407382907366 0.235790624228948 -0.192508464111496 0.156408181862462
"8" "WALKING_DOWNSTAIRS" 0.00125645135814904 0.335677069032747 -0.00360050892514824 0.228690535127865 0.00212592994046474 0.20596756528812 -0.125748521107652 0.552295165176935 0.0154423915606971 0.780000056682191 0.0124788166394631 0.41153843556112 0.981730713501603 0.335264993222793 -0.171235540336238 0.227467636462118 -0.147746137133253 0.204910536993581
"8" "WALKING_UPSTAIRS" -0.00513695352865699 0.269583226990792 -0.00608413710337054 0.231382389631456 -0.00019250508312872 0.20608699905225 0.288994331852098 0.486530795369021 -0.0739850040643973 0.709110118865601 -0.0814305257732887 0.64514862850423 0.940596890773809 0.268803460541449 -0.275289119474293 0.229441650328913 -0.197485307696689 0.200201231303351
"9" "LAYING" -0.00664326266290267 0.0176399756776191 -0.00264895025984406 0.0152403241509806 0.000428373877344669 0.0132728444626584 0.0199681735846988 0.0499526337324402 -0.0498416068168536 0.0519578061657571 0.00853792682480852 0.0185392743040337 -0.0750561580071446 0.0132602559902988 -0.107561777981005 0.0138344464162271 0.935638762867647 0.0114506759359973
"9" "SITTING" -0.0064833662485864 0.0129083292645118 -0.00529029292170312 0.0204662039589774 0.0128802384152945 0.0275038832874919 -0.0207314805384743 0.0341188275531297 0.0213209394768275 0.0493358052088963 -0.003435993509697 0.0291896765293904 0.981906132965686 0.0111980197249158 -0.0245407109312592 0.0163900885973342 0.0796162020294853 0.020929162621403
"9" "STANDING" 0.00133521640037374 0.00967341433056407 -0.00150643490547079 0.0120292250100272 0.00699369715660564 0.0153525158501888 -0.00389258717089708 0.0692375471697399 0.010887932769929 0.0439034727277079 0.00925156149741304 0.0310126301925105 1.01618295074728 0.00941963601057606 0.00809814215498641 0.0111308623701757 0.003929542421875 0.0118656375231222
"9" "WALKING" -0.000645873822382076 0.249737814886821 -0.000913499086524175 0.137164536582021 -0.00226451268189858 0.171916761236163 -0.0723721910935112 0.442804622338861 0.0108819333612618 0.410386914570412 0.0159890623494693 0.35667018970014 1.00790390589623 0.24955944960042 -0.0122677652328892 0.136768372559172 -0.123453724569254 0.171611978233698
"9" "WALKING_DOWNSTAIRS" 0.00291673991448074 0.38992495721167 -0.0015874102949673 0.134416829235441 0.00996991063931686 0.178239578654067 -0.0820453780042882 0.44194722042104 0.00838154275821221 0.499656872398776 0.0164544625264862 0.345551095174626 1.00110464742006 0.389280570192255 -0.0174315786619004 0.132914493843746 -0.0841487828501817 0.177318531933061
"9" "WALKING_UPSTAIRS" -0.00206832703402188 0.209521729591958 0.002684794951875 0.118737506699171 -0.0059581767739 0.137055772372433 -0.165973942558656 0.480299275774178 0.0152260314797562 0.460142355833114 0.0316041789062187 0.405525553688976 0.97278382490625 0.209162840316507 -0.0148145891941719 0.114333242999737 -0.272199674644438 0.134806533653977
